Time_Vastus Medialis: Acc 2.X [g],Vastus Medialis: Acc 2.X [g],Time_Vastus Medialis: Acc 2.Y [g],Vastus Medialis: Acc 2.Y [g],Time_Vastus Medialis: Acc 2.Z [g],Vastus Medialis: Acc 2.Z [g],Time_Vastus Lateralis: Acc 3.X [g],Vastus Lateralis: Acc 3.X [g],Time_Vastus Lateralis: Acc 3.Y [g],Vastus Lateralis: Acc 3.Y [g],Time_Vastus Lateralis: Acc 3.Z [g],Vastus Lateralis: Acc 3.Z [g],Time_Bicep Femoris: Acc 4.X [g],Bicep Femoris: Acc 4.X [g],Time_Bicep Femoris: Acc 4.Y [g],Bicep Femoris: Acc 4.Y [g],Time_Bicep Femoris: Acc 4.Z [g],Bicep Femoris: Acc 4.Z [g],Time_Tibialis: Acc 5.X [g],Tibialis: Acc 5.X [g],Time_Tibialis: Acc 5.Y [g],Tibialis: Acc 5.Y [g],Time_Tibialis: Acc 5.Z [g],Tibialis: Acc 5.Z [g],Time_Gastrocnemius medialis: Acc 6.X [g],Gastrocnemius medialis: Acc 6.X [g],Time_Gastrocnemius medialis: Acc 6.Y [g],Gastrocnemius medialis: Acc 6.Y [g],Time_Gastrocnemius medialis: Acc 6.Z [g],Gastrocnemius medialis: Acc 6.Z [g],Trimmed_Time_Vastus Medialis: Acc 2.X [g],Trimmed_Time_Vastus Medialis: Acc 2.Y [g],Trimmed_Time_Vastus Medialis: Acc 2.Z [g],Trimmed_Time_Vastus Lateralis: Acc 3.X [g],Trimmed_Time_Vastus Lateralis: Acc 3.Y [g],Trimmed_Time_Vastus Lateralis: Acc 3.Z [g],Trimmed_Time_Bicep Femoris: Acc 4.X [g],Trimmed_Time_Bicep Femoris: Acc 4.Y [g],Trimmed_Time_Bicep Femoris: Acc 4.Z [g],Trimmed_Time_Tibialis: Acc 5.X [g],Trimmed_Time_Tibialis: Acc 5.Y [g],Trimmed_Time_Tibialis: Acc 5.Z [g],Trimmed_Time_Gastrocnemius medialis: Acc 6.X [g],Trimmed_Time_Gastrocnemius medialis: Acc 6.Y [g],Trimmed_Time_Gastrocnemius medialis: Acc 6.Z [g]
5.967,0.385491073,5.967,1.040825963,5.967,0.539687514,5.967,0.462589294,5.967,-0.385491073,5.967,-0.154196426,5.967,1.23357141,5.967,0.346941978,5.967,-1.195022345,5.967,-0.462589294,5.967,0.693883955,5.967,-0.385491073,5.967,-0.346941978,5.967,0.269843757,5.967,-0.115647323,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397,0.0033749999999992397
5.97375,0.424040198,5.97375,1.002276778,5.97375,0.501138389,5.97375,0.539687514,5.97375,-0.385491073,5.97375,-0.192745537,5.97375,1.23357141,5.97375,0.269843757,5.97375,-1.195022345,5.97375,-0.424040198,5.97375,0.693883955,5.97375,-0.385491073,5.97375,-0.231294647,5.97375,0.308392853,5.97375,-0.115647323,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496,0.010124999999999496
5.9805,0.424040198,5.9805,1.002276778,5.9805,0.501138389,5.9805,0.539687514,5.9805,-0.346941978,5.9805,-0.154196426,5.9805,1.272120595,5.9805,0.231294647,5.9805,-1.117924094,5.9805,-0.385491073,5.9805,0.65533483,5.9805,-0.346941978,5.9805,-0.269843757,5.9805,0.385491073,5.9805,-0.192745537,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975,0.01687499999999975
5.98725,0.424040198,5.98725,0.963727713,5.98725,0.462589294,5.98725,0.539687514,5.98725,-0.308392853,5.98725,-0.154196426,5.98725,1.23357141,5.98725,0.154196426,5.98725,-1.117924094,5.98725,-0.346941978,5.98725,0.65533483,5.98725,-0.308392853,5.98725,-0.269843757,5.98725,0.308392853,5.98725,-0.192745537,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007,0.023625000000000007
5.994,0.462589294,5.994,1.002276778,5.994,0.462589294,5.994,0.578236639,5.994,-0.269843757,5.994,-0.115647323,5.994,1.23357141,5.994,0.154196426,5.994,-1.079375029,5.994,-0.308392853,5.994,0.616785705,5.994,-0.308392853,5.994,-0.231294647,5.994,0.269843757,5.994,-0.154196426,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375,0.030374999999999375
6.00075,0.462589294,6.00075,1.002276778,6.00075,0.424040198,6.00075,0.616785705,6.00075,-0.231294647,6.00075,-0.154196426,6.00075,1.272120595,6.00075,0.154196426,6.00075,-1.079375029,6.00075,-0.269843757,6.00075,0.616785705,6.00075,-0.269843757,6.00075,-0.154196426,6.00075,0.308392853,6.00075,-0.115647323,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963,0.03712499999999963
6.0075,0.501138389,6.0075,1.002276778,6.0075,0.385491073,6.0075,0.65533483,6.0075,-0.231294647,6.0075,-0.115647323,6.0075,1.23357141,6.0075,0.154196426,6.0075,-1.079375029,6.0075,-0.231294647,6.0075,0.65533483,6.0075,-0.269843757,6.0075,-0.115647323,6.0075,0.385491073,6.0075,-0.154196426,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886,0.043874999999999886
6.01425,0.539687514,6.01425,1.002276778,6.01425,0.346941978,6.01425,0.616785705,6.01425,-0.192745537,6.01425,-0.115647323,6.01425,1.23357141,6.01425,0.192745537,6.01425,-1.079375029,6.01425,-0.231294647,6.01425,0.65533483,6.01425,-0.231294647,6.01425,-0.115647323,6.01425,0.385491073,6.01425,-0.192745537,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254,0.050624999999999254
6.021,0.539687514,6.021,0.963727713,6.021,0.346941978,6.021,0.65533483,6.021,-0.154196426,6.021,-0.115647323,6.021,1.23357141,6.021,0.192745537,6.021,-1.079375029,6.021,-0.192745537,6.021,0.65533483,6.021,-0.231294647,6.021,-0.077098213,6.021,0.346941978,6.021,-0.192745537,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951,0.05737499999999951
6.02775,0.578236639,6.02775,0.963727713,6.02775,0.308392853,6.02775,0.693883955,6.02775,-0.154196426,6.02775,-0.115647323,6.02775,1.23357141,6.02775,0.192745537,6.02775,-1.079375029,6.02775,-0.154196426,6.02775,0.65533483,6.02775,-0.192745537,6.02775,-0.077098213,6.02775,0.346941978,6.02775,-0.231294647,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977,0.06412499999999977
