rtTime,R Thigh Angle,rsTime,R Shank Angle,ltTime,L Thigh Angle,lsTime,L Shank Angle,hTime,Hip Angle
0.0,14.01654052734375,0.0,115.91600799560548,0.0,14.620343208312988,0.0,68.04878997802734,0.0,71.59446716308594
0.0099999999999997,14.018837928771973,0.0099999999999997,115.91658020019533,0.0099999999999997,14.621820449829102,0.0100000000000006,68.04918670654297,0.0099999999999997,71.6005630493164
0.0199999999999995,14.0184907913208,0.0199999999999995,115.91773223876952,0.0199999999999995,14.624913215637209,0.0200000000000004,68.0491714477539,0.0200000000000004,71.6028060913086
0.0299999999999993,14.018471717834473,0.0299999999999993,115.9188232421875,0.0299999999999993,14.625811576843262,0.0300000000000002,68.048828125,0.0300000000000002,71.60145568847656
0.04,14.01686191558838,0.04,115.92008972167967,0.04,14.626531600952148,0.04,68.04885864257812,0.04,71.59733581542969
0.0499999999999998,14.013285636901855,0.0499999999999998,115.92195129394533,0.0499999999999998,14.626391410827637,0.0500000000000007,68.04861450195312,0.0499999999999998,71.59654235839844
0.0599999999999996,14.011903762817385,0.0599999999999996,115.9237823486328,0.0599999999999996,14.62687873840332,0.0600000000000005,68.04791259765625,0.0600000000000005,71.5955810546875
0.0699999999999994,14.01358413696289,0.0699999999999994,115.92464447021484,0.0699999999999994,14.627607345581056,0.0700000000000002,68.04633331298828,0.0700000000000002,71.5947494506836
0.08,14.016474723815918,0.0799999999999991,115.92701721191406,0.08,14.628665924072266,0.08,68.04583740234375,0.08,71.59477233886719
0.0899999999999998,14.019803047180176,0.0899999999999998,115.92774200439452,0.0899999999999998,14.629045486450195,0.0900000000000007,68.04402923583984,0.0899999999999998,71.5932846069336
0.0999999999999996,14.022102355957031,0.0999999999999996,115.92827606201172,0.0999999999999996,14.629591941833496,0.1000000000000005,68.04275512695312,0.0999999999999996,71.592041015625
0.1099999999999994,14.02625846862793,0.1099999999999994,115.92947387695312,0.1099999999999994,14.62862491607666,0.1100000000000003,68.04090118408203,0.1100000000000003,71.593017578125
0.1200000000000001,14.028308868408203,0.1199999999999992,115.93106079101562,0.1200000000000001,14.62661838531494,0.1200000000000001,68.03993225097656,0.1200000000000001,71.5922622680664
0.1299999999999999,14.028139114379885,0.1299999999999999,115.93207550048828,0.1299999999999999,14.62401294708252,0.1300000000000007,68.03872680664062,0.1299999999999999,71.59312438964844
0.1399999999999996,14.027610778808594,0.1399999999999996,115.93223571777344,0.1399999999999996,14.62156581878662,0.1400000000000005,68.03710174560547,0.1399999999999996,71.59366607666016
0.1499999999999994,14.02771282196045,0.1499999999999994,115.93299102783205,0.1499999999999994,14.62053680419922,0.1500000000000003,68.03547668457031,0.1500000000000003,71.59274291992188
0.1600000000000001,14.028048515319824,0.1599999999999992,115.93282318115234,0.1599999999999992,14.619800567626951,0.1600000000000001,68.03319549560547,0.1600000000000001,71.59445190429688
0.1699999999999999,14.030108451843262,0.1699999999999999,115.93318939208984,0.1699999999999999,14.620118141174316,0.1700000000000008,68.03302764892578,0.1699999999999999,71.5937728881836
0.1799999999999997,14.030827522277832,0.1799999999999997,115.93346405029295,0.1799999999999997,14.61900520324707,0.1800000000000006,68.03382873535156,0.1799999999999997,71.59529876708984
0.1899999999999995,14.028579711914062,0.1899999999999995,115.9325942993164,0.1899999999999995,14.61745262145996,0.1900000000000004,68.0332260131836,0.1900000000000004,71.5943603515625
0.2000000000000001,14.027817726135254,0.1999999999999993,115.93092346191406,0.1999999999999993,14.614030838012695,0.2000000000000001,68.03321075439453,0.2000000000000001,71.59400939941406
0.2099999999999999,14.027137756347656,0.2099999999999999,115.92913818359376,0.2099999999999999,14.609254837036133,0.2100000000000008,68.03413391113281,0.2099999999999999,71.5964126586914
0.2199999999999997,14.025344848632812,0.2199999999999997,115.92706298828124,0.2199999999999997,14.605621337890623,0.2200000000000006,68.03418731689453,0.2199999999999997,71.59812927246094
0.2299999999999995,14.02342128753662,0.2299999999999995,115.92530822753906,0.2299999999999995,14.601970672607422,0.2300000000000004,68.03511047363281,0.2300000000000004,71.60163116455078
0.2400000000000002,14.023720741271973,0.2399999999999993,115.92425537109376,0.2399999999999993,14.599858283996582,0.2400000000000002,68.03573608398438,0.2400000000000002,71.6042251586914
0.25,14.024286270141602,0.25,115.92317962646484,0.25,14.598143577575684,0.25,68.03589630126953,0.25,71.61004638671875
0.2599999999999998,14.022948265075684,0.2599999999999998,115.92230224609376,0.2599999999999998,14.597877502441406,0.2600000000000007,68.03606414794922,0.2599999999999998,71.61616516113281
0.2699999999999996,14.022409439086914,0.2699999999999996,115.92027282714844,0.2699999999999996,14.596931457519531,0.2700000000000004,68.03599548339844,0.2700000000000004,71.62173461914062
0.2799999999999993,14.020822525024414,0.2799999999999993,115.91837310791016,0.2799999999999993,14.595959663391112,0.2800000000000002,68.03605651855469,0.2800000000000002,71.62617492675781
0.29,14.018251419067385,0.29,115.9168701171875,0.29,14.594844818115234,0.29,68.0360336303711,0.29,71.6318130493164
0.2999999999999998,14.016058921813965,0.2999999999999998,115.9150619506836,0.2999999999999998,14.592365264892578,0.3000000000000007,68.03606414794922,0.2999999999999998,71.63776397705078
0.3099999999999996,14.012511253356934,0.3099999999999996,115.91402435302734,0.3099999999999996,14.59079647064209,0.3100000000000005,68.03575134277344,0.3100000000000005,71.64387512207031
0.3199999999999994,14.008254051208496,0.3199999999999994,115.9120635986328,0.3199999999999994,14.589665412902832,0.3200000000000003,68.0346908569336,0.3200000000000003,71.64834594726562
0.33,14.005924224853516,0.3299999999999992,115.91070556640624,0.33,14.588390350341797,0.33,68.03457641601562,0.33,71.65194702148438
0.3399999999999998,14.004533767700195,0.3399999999999998,115.9096450805664,0.3399999999999998,14.587783813476562,0.3400000000000007,68.03369903564453,0.3399999999999998,71.6563720703125
0.3499999999999996,14.002031326293944,0.3499999999999996,115.9095230102539,0.3499999999999996,14.587539672851562,0.3500000000000005,68.0316162109375,0.3499999999999996,71.66077423095703
0.3599999999999994,14.000812530517578,0.3599999999999994,115.90959930419922,0.3599999999999994,14.587374687194824,0.3600000000000003,68.03129577636719,0.3600000000000003,71.665771484375
0.3700000000000001,14.000389099121094,0.3699999999999992,115.90969848632812,0.3700000000000001,14.58933448791504,0.3700000000000001,68.03237915039062,0.3700000000000001,71.67243194580078
0.3799999999999999,14.001999855041504,0.3799999999999999,115.90933990478516,0.3799999999999999,14.58898639678955,0.3800000000000008,68.0306167602539,0.3799999999999999,71.67686462402344
0.3899999999999997,14.003097534179688,0.3899999999999997,115.90990447998048,0.3899999999999997,14.58889865875244,0.3900000000000005,68.0262451171875,0.3899999999999997,71.68264770507812
0.3999999999999994,14.005032539367676,0.3999999999999994,115.9104461669922,0.3999999999999994,14.589421272277832,0.4000000000000003,68.0251693725586,0.4000000000000003,71.6888427734375
0.4100000000000001,14.004950523376465,0.4099999999999992,115.91111755371094,0.4099999999999992,14.590161323547363,0.4100000000000001,68.02510833740234,0.4100000000000001,71.69353485107422
0.4199999999999999,14.005331039428713,0.4199999999999999,115.91189575195312,0.4199999999999999,14.589735984802246,0.4200000000000008,68.02413940429688,0.4199999999999999,71.6979751586914
0.4299999999999997,14.00440788269043,0.4299999999999997,115.91331481933594,0.4299999999999997,14.587692260742188,0.4300000000000006,68.02427673339844,0.4299999999999997,71.70004272460938
0.4399999999999995,14.002483367919922,0.4399999999999995,115.91263580322266,0.4399999999999995,14.587850570678713,0.4400000000000004,68.02388000488281,0.4400000000000004,71.7034683227539
0.4500000000000002,13.999771118164062,0.4499999999999993,115.9123992919922,0.4499999999999993,14.587138175964355,0.4500000000000002,68.02315521240234,0.4500000000000002,71.70523834228516
0.4599999999999999,13.99860668182373,0.4599999999999999,115.91180419921876,0.4599999999999999,14.587647438049316,0.4600000000000008,68.02217102050781,0.4599999999999999,71.70542907714844
0.4699999999999997,13.9979887008667,0.4699999999999997,115.9120635986328,0.4699999999999997,14.586899757385254,0.4700000000000006,68.02110290527344,0.4699999999999997,71.70262908935547
0.4799999999999995,13.997933387756348,0.4799999999999995,115.91199493408205,0.4799999999999995,14.58653450012207,0.4800000000000004,68.02050018310547,0.4800000000000004,71.7034683227539
0.4900000000000002,13.998835563659668,0.4899999999999993,115.91165161132812,0.4899999999999993,14.583919525146484,0.4900000000000002,68.02033996582031,0.4900000000000002,71.70621490478516
0.5,13.999408721923828,0.5,115.91151428222656,0.5,14.583962440490724,0.5,68.02055358886719,0.5,71.70836639404297
0.5099999999999998,13.998888969421388,0.5099999999999998,115.91161346435548,0.5099999999999998,14.583495140075684,0.5100000000000007,68.01998901367188,0.5099999999999998,71.71007537841797
0.5199999999999996,13.999272346496582,0.5199999999999996,115.91234588623048,0.5199999999999996,14.583901405334473,0.5200000000000005,68.01959991455078,0.5200000000000005,71.71375274658203
0.5300000000000002,14.000162124633787,0.5299999999999994,115.91234588623048,0.5299999999999994,14.585381507873535,0.5300000000000002,68.02061462402344,0.5300000000000002,71.7159652709961
0.54,13.999642372131348,0.54,115.9119110107422,0.54,14.584774017333984,0.54,68.02037048339844,0.54,71.7177505493164
0.5499999999999998,13.998791694641112,0.5499999999999998,115.91036987304688,0.5499999999999998,14.583861351013184,0.5500000000000007,68.02017974853516,0.5499999999999998,71.72074890136719
0.5599999999999996,13.996087074279783,0.5599999999999996,115.9087371826172,0.5599999999999996,14.582823753356934,0.5600000000000005,68.0211410522461,0.5600000000000005,71.72407531738281
0.5699999999999994,13.995046615600586,0.5699999999999994,115.90750885009766,0.5699999999999994,14.580987930297852,0.5700000000000003,68.02278137207031,0.5700000000000003,71.72644805908203
0.5800000000000001,13.992366790771484,0.5800000000000001,115.90764617919922,0.5800000000000001,14.578848838806152,0.5800000000000001,68.02383422851562,0.5800000000000001,71.73518371582031
