rtTime,R Thigh Angle,rsTime,R Shank Angle,ltTime,L Thigh Angle,lsTime,L Shank Angle,hTime,Hip Angle,Activity
0.0014999999999982805,79.18623352050781,0.0014999999999982805,124.63463592529295,0.0014999999999982805,96.14908599853516,0.0014999999999982805,57.54500961303711,0.001500000000005386,91.4137954711914,Unknown
0.011499999999996291,79.01190948486328,0.011500000000003396,123.12330627441406,0.011500000000003396,96.17203521728516,0.011500000000003396,57.94230651855469,0.011500000000003396,90.99315643310548,Unknown
0.0214999999999943,78.29146575927734,0.021500000000001407,121.51689910888672,0.021500000000001407,96.21161651611328,0.021500000000001407,59.40909194946289,0.021500000000001407,90.76251220703124,Unknown
0.03149999999999942,77.32614135742188,0.03149999999999942,119.84430694580078,0.03149999999999942,96.25064086914062,0.03149999999999942,60.63998794555664,0.03149999999999942,90.70748901367188,Unknown
0.04149999999999743,76.60139465332031,0.04149999999999743,118.1186752319336,0.04149999999999743,96.29825592041016,0.04150000000000453,61.70096206665039,0.04150000000000453,90.64334106445312,Unknown
0.05149999999999544,76.17271423339844,0.051500000000002544,116.26649475097656,0.051500000000002544,96.37964630126952,0.051500000000002544,62.60281753540039,0.051500000000002544,90.49568176269533,Unknown
0.061500000000000554,75.97563171386719,0.061500000000000554,114.37074279785156,0.061500000000000554,96.48959350585938,0.061500000000000554,63.4758186340332,0.061500000000000554,90.32798767089844,Unknown
0.07149999999999856,75.87662506103516,0.07149999999999856,113.74565887451172,0.07149999999999856,96.62757110595705,0.07149999999999856,64.27859497070312,0.07150000000000567,90.150390625,Unknown
0.08149999999999658,75.78247833251953,0.08149999999999658,115.6085968017578,0.08150000000000368,96.77838134765624,0.08150000000000368,64.9486083984375,0.08150000000000368,89.9681396484375,Unknown
0.09149999999999459,75.53144073486328,0.09150000000000169,115.52921295166016,0.09150000000000169,96.9328384399414,0.09150000000000169,65.45963287353516,0.09150000000000169,89.82810974121094,Unknown
0.1014999999999997,75.07274627685547,0.1014999999999997,115.83668518066406,0.1014999999999997,97.078857421875,0.1014999999999997,65.95854949951172,0.1014999999999997,89.78597259521484,Unknown
0.11149999999999771,74.468017578125,0.11149999999999771,116.35245513916016,0.11149999999999771,97.20578002929688,0.11149999999999771,66.42740631103516,0.11150000000000482,89.85910034179688,Unknown
0.12149999999999661,73.91276550292969,0.12150000000000283,117.05752563476562,0.12150000000000283,97.28946685791016,0.12150000000000283,66.79994201660156,0.12150000000000283,90.0226821899414,Unknown
0.13149999999999373,73.52902221679688,0.13150000000000084,118.09674072265624,0.13150000000000084,97.33722686767578,0.13150000000000084,66.99366760253906,0.13150000000000084,90.1772918701172,Unknown
0.14149999999999885,73.30689239501953,0.14149999999999885,119.01448059082033,0.14149999999999885,97.3517608642578,0.14149999999999885,66.97091674804688,0.14150000000000595,90.27490234375,Unknown
0.15149999999999686,73.2021713256836,0.15149999999999686,119.41741943359376,0.15150000000000396,97.35961151123048,0.15150000000000396,66.73511505126953,0.15150000000000396,90.32501983642578,Unknown
0.16149999999999487,73.2171859741211,0.16150000000000198,119.76322174072266,0.16150000000000198,97.36390686035156,0.16150000000000198,66.35295867919922,0.16150000000000198,90.35102081298828,Unknown
0.17149999999999999,73.37511444091797,0.17149999999999999,119.8927764892578,0.17149999999999999,97.37937927246094,0.17149999999999999,65.94491577148438,0.17149999999999999,90.3446807861328,Unknown
0.181499999999998,73.60784912109375,0.181499999999998,120.03824615478516,0.181499999999998,97.40264129638672,0.181499999999998,65.50518035888672,0.1815000000000051,90.31700134277344,Unknown
0.191499999999996,73.76342010498047,0.1915000000000031,120.38688659667967,0.1915000000000031,97.4317855834961,0.1915000000000031,64.84384155273438,0.1915000000000031,90.28264617919922,Unknown
0.20149999999999402,73.91524505615234,0.20150000000000112,120.89349365234376,0.20150000000000112,97.47264099121094,0.20150000000000112,63.79228973388672,0.20150000000000112,90.2573471069336,Unknown
0.21149999999999913,74.19609832763672,0.21149999999999913,121.454345703125,0.21149999999999913,97.53168487548828,0.21149999999999913,62.468223571777344,0.21149999999999913,90.25129699707033,Unknown
0.22149999999999714,74.59095764160156,0.22149999999999714,121.96419525146484,0.22150000000000425,97.61072540283205,0.22150000000000425,61.00653076171875,0.22150000000000425,90.25618743896484,Unknown
