Time,Rectus Femoris,Vastus Medialis,Vastus Lateralis,Bicep Femoris,Tibialis,Gastrocnemius Medialis,Activity
0.00025961500000004634,1.5799410507934346e-05,4.335523612079902e-06,7.338100736191322e-06,5.427803633941951e-06,4.12142945323496e-05,7.866629274150415e-07,Unknown
0.0007788460000002217,1.5803248376203723e-05,4.331318136680322e-06,7.356927725620309e-06,5.428836104115898e-06,4.121465628275511e-05,7.859105603533209e-07,Unknown
0.0012980770000003972,1.5805512424396442e-05,4.322802450298452e-06,7.377854003192617e-06,5.430161953256119e-06,4.121472037735794e-05,7.853852887997785e-07,Unknown
0.0018173079999996844,1.5805638741955028e-05,4.308821747199477e-06,7.400982987169606e-06,5.428778763501248e-06,4.121099056690981e-05,7.848308426113471e-07,Unknown
0.002336537999999777,1.5804009474934248e-05,4.292550651549269e-06,7.421238548583605e-06,5.424246003836439e-06,4.119260609397365e-05,7.84170903888638e-07,Unknown
0.0028557689999999525,1.580209159056988e-05,4.277311814925448e-06,7.4335178386300356e-06,5.420428221851782e-06,4.114409833900813e-05,7.834772534976899e-07,Unknown
0.003375000000000128,1.5801830984673084e-05,4.262730328934222e-06,7.439588746657582e-06,5.419621876349272e-06,4.1059107988948175e-05,7.827246178762729e-07,Unknown
0.0038942310000003033,1.5804733376471344e-05,4.2454564733047e-06,7.444296621635909e-06,5.419928865020516e-06,4.094831207142121e-05,7.818469609130435e-07,Unknown
0.0044134619999995905,1.5810620983964048e-05,4.224720823959246e-06,7.449157269063232e-06,5.418901766851283e-06,4.083168778964478e-05,7.810516650827488e-07,Unknown
0.004932691999999683,1.581651842392191e-05,4.20406698676995e-06,7.45278927042277e-06,5.415398286150893e-06,4.072639632370294e-05,7.809410165290981e-07,Unknown
0.005451922999999859,1.581890743494288e-05,4.187141811095549e-06,7.453800585630744e-06,5.409631189084379e-06,4.0639501951834056e-05,7.820408530934286e-07,Unknown
0.005971154000000034,1.5817011917674666e-05,4.186874902995572e-06,7.454051917616676e-06,5.403729865144672e-06,4.056654618668051e-05,7.842193552353837e-07,Unknown
0.0064903850000002095,1.5812431375348105e-05,4.220021562031844e-06,7.455775851035841e-06,5.401099966630403e-06,4.0498132919590594e-05,7.868598454996926e-07,Unknown
0.007009615000000302,1.580809008159456e-05,4.280098466373352e-06,7.456186735176848e-06,5.402166898093521e-06,4.043198079475069e-05,7.896281399005649e-07,Unknown
0.007528845999999589,1.580704280135482e-05,4.338317849637155e-06,7.451892985434647e-06,5.402509544880631e-06,4.038193615589719e-05,7.926415266409092e-07,Unknown
0.008048076999999765,1.5808486688038207e-05,4.371106577206883e-06,7.442232697542818e-06,5.400087780735661e-06,4.036322018550907e-05,7.960546781951765e-07,Unknown
0.00856730799999994,1.580891899020665e-05,4.377570570272773e-06,7.428193362946121e-06,5.398055741760372e-06,4.036467121867175e-05,7.998540927308347e-07,Unknown
0.009086538000000033,1.5807008652171156e-05,4.374633495596718e-06,7.413992010306229e-06,5.3973968125704e-06,4.036149393998641e-05,8.037383986233244e-07,Unknown
0.009605769000000208,1.5803190580937886e-05,4.377148109168286e-06,7.40430068189159e-06,5.398213887331504e-06,4.0346397378742775e-05,8.071845115350407e-07,Unknown
0.010125000000000384,1.579924193140711e-05,4.385739071292448e-06,7.399350830255493e-06,5.402576513870683e-06,4.032650785503083e-05,8.098435561745591e-07,Unknown
0.010644230999999671,1.5797130197485976e-05,4.395033716772244e-06,7.397702671475032e-06,5.407802800354042e-06,4.030923662099679e-05,8.117791974694366e-07,Unknown
0.011163461999999846,1.5796686578133467e-05,4.403775614407796e-06,7.400943827720525e-06,5.409246968558812e-06,4.029940933144956e-05,8.132676772033124e-07,Unknown
0.011682691999999939,1.5796604768416656e-05,4.415030262602315e-06,7.408711781837404e-06,5.407602137720766e-06,4.029684886243429e-05,8.14469922978029e-07,Unknown
0.012201923000000114,1.5796046348996766e-05,4.43279198286843e-06,7.413682339152793e-06,5.406306005029885e-06,4.0296834744493697e-05,8.153457778403421e-07,Unknown
0.01272115400000029,1.579506838190455e-05,4.455423925690212e-06,7.411572899332794e-06,5.406138014296898e-06,4.029673631215214e-05,8.158050237873239e-07,Unknown
0.013240384999999577,1.5793783811502014e-05,4.474518293175728e-06,7.406860707695548e-06,5.406391624038887e-06,4.029122419748089e-05,8.158649095272428e-07,Unknown
0.01375961499999967,1.579169661385372e-05,4.483854358742536e-06,7.403452233195502e-06,5.406341656249198e-06,4.0270097656044925e-05,8.156585771211018e-07,Unknown
0.014278845999999845,1.578862267605411e-05,4.482508284943704e-06,7.403038338093754e-06,5.402509625139597e-06,4.023417749473925e-05,8.153283959190507e-07,Unknown
0.01479807700000002,1.5784974627019545e-05,4.470568573300831e-06,7.406589617658353e-06,5.395808272922164e-06,4.019766701865124e-05,8.149343610789373e-07,Unknown
0.015317308000000196,1.5781822858909815e-05,4.448252951632835e-06,7.411797636676756e-06,5.391777672994717e-06,4.017212246161135e-05,8.144931770191168e-07,Unknown
0.01583653800000029,1.5780513856549947e-05,4.417361838874064e-06,7.416650832596131e-06,5.390483358785971e-06,4.015861378572894e-05,8.140380791169895e-07,Unknown
0.016355768999999576,1.5780727367621203e-05,4.380261977922832e-06,7.421966355988306e-06,5.389089665650154e-06,4.015235945717964e-05,8.136005006359003e-07,Unknown
0.01687499999999975,1.5780667612330566e-05,4.339990888024208e-06,7.429441611734479e-06,5.383813362108917e-06,4.014880109794853e-05,8.134247211307908e-07,Unknown
0.017394230999999927,1.5779667407307225e-05,4.300807196122534e-06,7.439704598768238e-06,5.373151529640829e-06,4.0145120647058034e-05,8.139106833062481e-07,Unknown
0.017913462000000102,1.5778510478119486e-05,4.263422204694558e-06,7.451873273838051e-06,5.365105625550538e-06,4.014016568483541e-05,8.150347418438475e-07,Unknown
0.018432692000000195,1.5778270463790768e-05,4.223291572803786e-06,7.464049936566608e-06,5.365474591228979e-06,4.013522323244802e-05,8.164771238171347e-07,Unknown
0.01895192300000037,1.5782193620178978e-05,4.1761328953392165e-06,7.474024158403527e-06,5.3690329024766e-06,4.013204590118977e-05,8.181892643245208e-07,Unknown
0.019471153999999657,1.5793777849184328e-05,4.123060184661954e-06,7.481060042325678e-06,5.369862894219265e-06,4.0130483119257406e-05,8.203842949755825e-07,Unknown
0.019990384999999833,1.5808394570450946e-05,4.072169237245783e-06,7.48679668539621e-06,5.36626537011218e-06,4.012958261448078e-05,8.231178634236041e-07,Unknown
0.020509614999999926,1.5817386438855187e-05,4.032597860058704e-06,7.4939335464208e-06,5.359606148857944e-06,4.012891857456846e-05,8.260156836285539e-07,Unknown
0.0210288460000001,1.5820160948514588e-05,4.005658857340441e-06,7.504266198614884e-06,5.353430239265925e-06,4.012860825655243e-05,8.286441961498347e-07,Unknown
0.021548077000000276,1.582088116681315e-05,3.985937837745729e-06,7.51593476180264e-06,5.349873396079249e-06,4.012860749824252e-05,8.309239938378238e-07,Unknown
0.022067308000000452,1.582167331561191e-05,3.969646761717465e-06,7.524629430768237e-06,5.34815909270265e-06,4.012835695706351e-05,8.32948115843223e-07,Unknown
0.022586537999999656,1.5823476855196508e-05,3.956997422121532e-06,7.52914069897634e-06,5.346924024071313e-06,4.012783141896334e-05,8.347048543066298e-07,Unknown
0.02310576899999983,1.5825337971996816e-05,3.948109663232835e-06,7.532135303378691e-06,5.344867367216922e-06,4.01273435012739e-05,8.359609235422836e-07,Unknown
0.023625000000000007,1.5825491562658042e-05,3.941329729933209e-06,7.535614456397911e-06,5.341968622034792e-06,4.012703655526279e-05,8.362315743316164e-07,Unknown
0.024144231000000183,1.582488024108874e-05,3.933333247826095e-06,7.539124878092439e-06,5.339889409912273e-06,4.012716751373353e-05,8.351973359238068e-07,Unknown
0.024663462000000358,1.5824789301943876e-05,3.922638087650762e-06,7.542040002826052e-06,5.339070034295831e-06,4.012717895625331e-05,8.33326927067508e-07,Unknown
0.02518269200000045,1.582478900795187e-05,3.914097189845694e-06,7.543511365270364e-06,5.338867488911343e-06,4.012671837838642e-05,8.316083073959958e-07,Unknown
0.025701922999999738,1.5825003167483997e-05,3.91167446342718e-06,7.541413001465092e-06,5.339167476972209e-06,4.012688385779653e-05,8.307120850579816e-07,Unknown
0.026221153999999913,1.5825324148219732e-05,3.91422811159664e-06,7.535133552245409e-06,5.339915493915248e-06,4.012811703532715e-05,8.307264345241206e-07,Unknown
0.02674038500000009,1.5825493600293375e-05,3.919539154971519e-06,7.527300965135946e-06,5.340116184005534e-06,4.0129330253387735e-05,8.313594906591167e-07,Unknown
0.02725961500000018,1.5825734574437416e-05,3.9242870471917e-06,7.520794832339387e-06,5.339458821557368e-06,4.012988855734499e-05,8.321858049683968e-07,Unknown
0.027778846000000357,1.5825605911037782e-05,3.927209703872645e-06,7.515919508463957e-06,5.338572446175686e-06,4.013047198034355e-05,8.328999309244346e-07,Unknown
0.028298076999999644,1.582528300844074e-05,3.930420499955897e-06,7.512890474362537e-06,5.33797426371698e-06,4.013163847752079e-05,8.334166070215715e-07,Unknown
0.02881730799999982,1.5825156773791098e-05,3.936300701393636e-06,7.515008731840046e-06,5.338545468476465e-06,4.013285386417453e-05,8.33757445136796e-07,Unknown
0.029336537999999912,1.582551218382168e-05,3.943191240907345e-06,7.518371266723341e-06,5.3386434184785945e-06,4.013292235971874e-05,8.339745269552615e-07,Unknown
0.029855769000000087,1.5826576109659453e-05,3.944555941846941e-06,7.517918545721992e-06,5.335859807814981e-06,4.01306419435536e-05,8.341920162972812e-07,Unknown
0.030375000000000263,1.5827301846245626e-05,3.939556551158662e-06,7.577126149093396e-06,5.3296582176656285e-06,4.012456142974289e-05,8.344995740403258e-07,Unknown
0.03089423100000044,1.5827224286928723e-05,3.931034743598047e-06,7.81856607747935e-06,5.312545987559129e-06,4.01124659897772e-05,8.347441560994205e-07,Unknown
0.031413461999999726,1.582752921436712e-05,3.915809550595807e-06,8.242518288711473e-06,5.2744004951473325e-06,4.009317889094866e-05,8.347637312394716e-07,Unknown
0.03193269199999982,1.5828506701725037e-05,3.895729157986428e-06,8.703964848614334e-06,5.2210284940575964e-06,4.006636419010379e-05,8.346202607906661e-07,Unknown
0.032451922999999994,1.5828977877094134e-05,3.879515118640343e-06,9.099183364317593e-06,5.168193030355843e-06,4.00305849826962e-05,8.343651769246504e-07,Unknown
0.03297115400000017,1.5828919527019904e-05,3.868056527204242e-06,9.425500253218272e-06,5.124582827067974e-06,3.998872561417284e-05,8.338471164965599e-07,Unknown
0.033490385000000344,1.58286206381828e-05,3.857164429616154e-06,9.706884756080956e-06,5.090576247337029e-06,3.995152827725678e-05,8.326539231187712e-07,Unknown
0.03400961500000044,1.5827726758148615e-05,3.846600105564376e-06,9.937483658518592e-06,5.05769155713025e-06,3.992747405620984e-05,8.304227261557222e-07,Unknown
0.034528845999999724,1.582723792552257e-05,3.838779234179468e-06,1.009377139146798e-05,5.010949389656288e-06,3.991682296311542e-05,8.275631952594578e-07,Unknown
0.0350480769999999,1.5827316400074576e-05,3.83597166374866e-06,1.0177962744637197e-05,4.942641999974632e-06,3.99162313628132e-05,8.250443232118667e-07,Unknown
0.035567308000000075,1.5827613305858488e-05,3.838062963676963e-06,1.0220001378102966e-05,4.86334392845976e-06,3.991136844697631e-05,8.232672864250446e-07,Unknown
