Time,Rectus Femoris,Vastus Medialis,Vastus Lateralis,Bicep Femoris,Tibialis,Gastrocnemius Medialis,Trimmed Time
5.4135,3.4666589768111e-06,4.266779139882844e-06,3.410500102920744e-06,6.529731714477729e-06,9.209031668056496e-05,7.741264951711061e-07,0.0
5.414019231,3.464399061651978e-06,4.2901277190941e-06,3.423176689865405e-06,6.575909513203616e-06,9.205502038303696e-05,7.827522413643003e-07,0.0005192310000001754
5.414538462,3.4602571344428266e-06,4.314646234129835e-06,3.424838042510838e-06,6.630464907300602e-06,9.204517815819366e-05,7.951369738008478e-07,0.0010384620000003508
5.415057692,3.4492898471597825e-06,4.327817753108744e-06,3.4181510471603803e-06,6.692631765234406e-06,9.206852720408096e-05,8.096003089873822e-07,0.0015576920000004435
5.415576923,3.433723405657862e-06,4.329382137106053e-06,3.4114140772790218e-06,6.751833158870808e-06,9.209967781977756e-05,8.237423257084933e-07,0.0020769229999997307
5.416096154,3.41943276668322e-06,4.32612392013804e-06,3.408863973106971e-06,6.799757997413963e-06,9.205793600759828e-05,8.361167648745888e-07,0.002596153999999906
5.416615385,3.407713270658986e-06,4.323053165525735e-06,3.408363104092231e-06,6.833075755789835e-06,9.184463535216533e-05,8.463881850938341e-07,0.0031153850000000816
5.417134615,3.397779836083683e-06,4.323487866915558e-06,3.4070415515436205e-06,6.851860155572629e-06,9.158563147983176e-05,8.546968371188399e-07,0.0036346150000001742
5.417653846,3.389583297251067e-06,4.333687869068913e-06,3.4040289944364183e-06,6.8644292735621525e-06,9.147216910791105e-05,8.614437362487819e-07,0.00415384600000035
5.418173077,3.3828435802798395e-06,4.358343727684835e-06,3.4043182895934875e-06,6.879861677048754e-06,9.146154245697796e-05,8.6729129835384e-07,0.004673076999999637
5.418692308,3.3779778666901663e-06,4.390600651935927e-06,3.4153492974376e-06,6.8984426492146575e-06,9.145521296314398e-05,8.728942379019278e-07,0.005192307999999812
5.419211538,3.375656512254373e-06,4.416494041990819e-06,3.433040099392849e-06,6.915946171925007e-06,9.151188774132264e-05,8.784462129109035e-07,0.005711537999999905
5.419730769,3.3750367883329567e-06,4.428829359861725e-06,3.446743157409804e-06,6.929064047582704e-06,9.167244824696855e-05,8.834294008320503e-07,0.00623076900000008
5.42025,3.374287788596917e-06,4.430117686890689e-06,3.453847491118257e-06,6.937403703796303e-06,9.173890693963125e-05,8.870935525513475e-07,0.006750000000000256
5.420769231,3.3730585470803445e-06,4.42707382723796e-06,3.457617631201691e-06,6.942900165232949e-06,9.155301971672776e-05,8.892667346400844e-07,0.007269231000000431
5.421288462,3.372071438715481e-06,4.425428777407977e-06,3.465346436092717e-06,6.946675818345626e-06,9.136482210129366e-05,8.903139607884403e-07,0.0077884619999997184
5.421807692,3.370691670996128e-06,4.425362707436373e-06,3.477872930956937e-06,6.947629121378019e-06,9.138848008757768e-05,8.905212845232185e-07,0.008307691999999811
5.422326923,3.3657785440885104e-06,4.42366998807568e-06,3.483221255401877e-06,6.943937935520509e-06,9.111539756194998e-05,8.899869026330504e-07,0.008826922999999987
