Time,Rectus Femoris,Vastus Medialis,Vastus Lateralis,Bicep Femoris,Tibialis,Gastrocnemius Medialis,Trimmed Time
5.376634615,1.6521262568043344e-06,2.693004389304288e-06,1.661477987778837e-06,1.6359148267326965e-06,6.794282012455183e-05,3.3303537403068413e-06,0.0002596150000009345
5.377153846,1.64845066941225e-06,2.693767593949522e-06,1.6608128799474022e-06,1.6317689779624012e-06,6.793428477404715e-05,3.3364768566423013e-06,0.0007788460000002217
5.377673077,1.6447769328658613e-06,2.6951164482602096e-06,1.6602889708400725e-06,1.6299216767726644e-06,6.791981499136815e-05,3.333567275295792e-06,0.0012980770000003972
5.378192308,1.6442167198934203e-06,2.6940175596651155e-06,1.658688444328192e-06,1.6278517390885665e-06,6.790535062067173e-05,3.328002269658061e-06,0.0018173080000005726
5.378711538,1.644367098914402e-06,2.692410678936185e-06,1.6588648092894102e-06,1.6233298992779428e-06,6.78961957790497e-05,3.3261935106784035e-06,0.0023365380000006652
5.379230769,1.6437157212325673e-06,2.6906305820549384e-06,1.656575674833108e-06,1.6182708164642067e-06,6.789000783684326e-05,3.3297662263027037e-06,0.0028557690000008407
5.37975,1.6447524455674158e-06,2.690072686067506e-06,1.652864356684011e-06,1.617049200637344e-06,6.788613135245923e-05,3.3369602875780738e-06,0.003375000000000128
5.380269231,1.6458920709943843e-06,2.6905298823596414e-06,1.6525421426751755e-06,1.6185899873684308e-06,6.790028062233777e-05,3.3404934152480764e-06,0.0038942310000003033
5.380788462,1.6447060719705469e-06,2.6901949037563423e-06,1.6513034112472751e-06,1.619245412487753e-06,6.795560568886158e-05,3.340566358114296e-06,0.004413462000000479
5.381307692,1.644073436960521e-06,2.6899263663757345e-06,1.6469046184549531e-06,1.61812482530016e-06,6.802332725509932e-05,3.341640914249752e-06,0.004932692000000571
5.381826923,1.6458677374205137e-06,2.690527117417752e-06,1.643636871375161e-06,1.6170510841376333e-06,6.804035571078997e-05,3.341423322102169e-06,0.005451923000000747
5.382346154,1.6474361680677849e-06,2.6915644926882563e-06,1.6419801442648226e-06,1.617096832157923e-06,6.803045873588309e-05,3.3392886530676857e-06,0.005971154000000922
5.382865385,1.645047356496905e-06,2.694036605084307e-06,1.6388529368487855e-06,1.6174500525186508e-06,6.804907797830995e-05,3.336760189641759e-06,0.0064903850000002095
5.383384615,1.639076945008045e-06,2.6976003311302443e-06,1.6295950337227083e-06,1.6177321195523368e-06,6.808640918534839e-05,3.3331480440641133e-06,0.007009615000000302
5.383903846,1.6344135672136538e-06,2.69997914504664e-06,1.6149757978502057e-06,1.6191921178460855e-06,6.812031232476028e-05,3.3277323733977827e-06,0.0075288460000004775
5.384423077,1.6328571326882236e-06,2.7008747306099915e-06,1.6042462237593884e-06,1.6239811295890435e-06,6.81369395869933e-05,3.3223166909163225e-06,0.008048077000000653
5.384942308,1.6326114711775828e-06,2.70165670756264e-06,1.6018935519097558e-06,1.6288123885553546e-06,6.814485749873661e-05,3.3206075134398465e-06,0.008567308000000828
5.385461538,1.6326168605043666e-06,2.70361762376314e-06,1.6052137367511856e-06,1.6196652781343517e-06,6.802362732531935e-05,3.321819365220764e-06,0.009086538000000921
5.385980769,1.63241134151863e-06,2.707823471088136e-06,1.610402324636852e-06,1.5864883755685665e-06,6.736243014306306e-05,3.3196393601926487e-06,0.009605769000000208
5.3865,1.6317468251208175e-06,2.7130324097012868e-06,1.613424845940187e-06,1.545669915951642e-06,6.585446293222094e-05,3.3096113458486766e-06,0.010125000000000384
5.387019231,1.6307320839027454e-06,2.7150609541110254e-06,1.6135169885377974e-06,1.5243933773540638e-06,6.388688563444088e-05,3.289424160101948e-06,0.010644231000000559
5.387538462,1.6302943750333565e-06,2.712061344613411e-06,1.614013330163567e-06,1.5223257570152544e-06,6.24368912910582e-05,3.254398738059389e-06,0.011163462000000735
5.388057692,1.6306539727769903e-06,2.7071508052646405e-06,1.6158706758558284e-06,1.5210473164463282e-06,6.202129424053311e-05,3.1966177485694438e-06,0.011682692000000827
5.388576923,1.6303544293587026e-06,2.704764038861841e-06,1.6179850691479254e-06,1.5179497281521115e-06,6.201771075783765e-05,3.120947090490608e-06,0.012201923000000114
5.389096154,1.6287894954972377e-06,2.7058363123451223e-06,1.6235531579297512e-06,1.5180090256158554e-06,6.161115805406311e-05,3.060837922560817e-06,0.01272115400000029
5.389615385,1.6272920627937117e-06,2.7070260642231468e-06,1.6384128572470147e-06,1.5181002421732383e-06,6.0646694419538936e-05,3.0355190480272927e-06,0.013240385000000465
5.390134615,1.6260152300079707e-06,2.7061202852681376e-06,1.6599550711884468e-06,1.51777766462596e-06,5.919099126519484e-05,3.0379931544532485e-06,0.013759615000000558
5.390653846,1.6242848160088064e-06,2.705055137992248e-06,1.6711138756831588e-06,1.5190520842426534e-06,5.7183721525601145e-05,3.056936024616732e-06,0.014278846000000733
5.391173077,1.6229280399635706e-06,2.70487416489901e-06,1.66081180799245e-06,1.5242733141720092e-06,5.492565685605497e-05,3.068405089727677e-06,0.014798077000000909
5.391692308,1.6217158394286269e-06,2.7061667866674963e-06,1.6378869349747404e-06,1.5389956985952046e-06,5.347055230232166e-05,3.0650985231819185e-06,0.015317308000000196
5.392211538,1.6208805708482595e-06,2.712496326310444e-06,1.6187113873259853e-06,1.5629341083572708e-06,5.358076321168349e-05,3.064900556408309e-06,0.01583653800000029
5.392730769,1.620843472920088e-06,2.7242513320210144e-06,1.6153276252967918e-06,1.5885891839943222e-06,5.4337741378507005e-05,3.076613888911781e-06,0.016355769000000464
5.39325,1.6193183623016835e-06,2.734936422518619e-06,1.619841621670281e-06,1.6085503553606706e-06,5.441090148743949e-05,3.096808130119754e-06,0.01687500000000064
5.393769231,1.6163542259836974e-06,2.736402669476622e-06,1.6205475992438516e-06,1.6198231265583014e-06,5.419480264821783e-05,3.1201481301797424e-06,0.017394231000000815
5.394288462,1.6097861214794026e-06,2.7300272090763846e-06,1.6205433823962634e-06,1.6221987784104996e-06,5.455932692044059e-05,3.137867199991597e-06,0.017913462000000102
5.394807692,1.5959381619406514e-06,2.72632418118695e-06,1.6175603871102125e-06,1.6197988842556129e-06,5.5014680831282186e-05,3.1451629418408675e-06,0.018432692000000195
5.395326923,1.5764050748935916e-06,2.726331996735865e-06,1.6128951956316243e-06,1.6175735023211127e-06,5.510672575212923e-05,3.144986624100517e-06,0.01895192300000037
5.395846154,1.5498536237098926e-06,2.724477833737173e-06,1.6134719444502014e-06,1.6160327786297592e-06,5.510595176991472e-05,3.140223317010849e-06,0.019471154000000546
5.396365385,1.52011501095038e-06,2.7221057592483606e-06,1.613184193701808e-06,1.615867087421584e-06,5.506230872287132e-05,3.137446052320331e-06,0.01999038500000072
5.396884615,1.502792954796623e-06,2.7201187999021144e-06,1.6089353002674802e-06,1.6174750267837469e-06,5.493361898850735e-05,3.141746911133526e-06,0.020509615000000814
5.397403846,1.5008954947126292e-06,2.721123231004317e-06,1.604893627094406e-06,1.6197886858270752e-06,5.482435406777424e-05,3.144775545397018e-06,0.0210288460000001
5.397923077,1.5016139076640602e-06,2.7260009169881107e-06,1.600224556352796e-06,1.6197152475466787e-06,5.470179037090317e-05,3.1410398563970825e-06,0.021548077000000276
5.398442308,1.5014555655224512e-06,2.727292782379206e-06,1.5943250754172314e-06,1.6159668659538303e-06,5.438711424585839e-05,3.1380782195246297e-06,0.022067308000000452
5.398961538,1.5017199947102287e-06,2.7244177340066546e-06,1.589772795119963e-06,1.6133259971208727e-06,5.373726183701914e-05,3.13927435128244e-06,0.022586538000000544
5.399480769,1.501417548609888e-06,2.7215669954481784e-06,1.5850767142792296e-06,1.6131781413255663e-06,5.299215050654435e-05,3.140785061388258e-06,0.02310576900000072
5.4,1.5013790944956372e-06,2.716419855608849e-06,1.579385444674641e-06,1.6133084367115888e-06,5.262880923656116e-05,3.145971194569381e-06,0.023625000000000895
5.400519231,1.4953759862761489e-06,2.70761962674774e-06,1.5729657219275314e-06,1.61646971523713e-06,5.261414041282557e-05,3.157635445644621e-06,0.024144231000000183
5.401038462,1.47983932627063e-06,2.6983342664067635e-06,1.565676412565384e-06,1.6242879990821315e-06,5.260099490941936e-05,3.1696823114960646e-06,0.024663462000000358
5.401557692,1.464500754873177e-06,2.691602326860051e-06,1.5618353696559911e-06,1.6346173513464017e-06,5.255791100813013e-05,3.178276790736108e-06,0.02518269200000045
5.402076923,1.4565151938891753e-06,2.6890206026635347e-06,1.5619754598122087e-06,1.6464128148902243e-06,5.255276140834576e-05,3.183092973264787e-06,0.025701923000000626
5.402596154,1.4523283763170517e-06,2.6893730470358708e-06,1.5665119558623073e-06,1.6586872824281306e-06,5.2555183084276114e-05,3.1821966921940795e-06,0.0262211540000008
5.403115385,1.443727078507244e-06,2.6860650146597797e-06,1.576253225653296e-06,1.6696549540255289e-06,5.2552892089260347e-05,3.1748567164755302e-06,0.026740385000000977
5.403634615,1.416546845860223e-06,2.6694907752678358e-06,1.5853596557365832e-06,1.6774652122435462e-06,5.2517601551185565e-05,3.164845862102592e-06,0.02725961500000018
5.404153846,1.3579137511643203e-06,2.633784840710908e-06,1.5894634379828712e-06,1.67967639265397e-06,5.2442930311284447e-05,3.156069186680108e-06,0.027778846000000357
5.404673077,1.2803198145414865e-06,2.5811322374896305e-06,1.5871221654674178e-06,1.6749479836914069e-06,5.238414505551435e-05,3.149327811442768e-06,0.028298077000000532
5.405192308,1.2217821522066629e-06,2.520144011055487e-06,1.58010532842655e-06,1.667579268282178e-06,5.236514983961893e-05,3.145608539694707e-06,0.028817308000000708
5.405711538,1.2017499140844838e-06,2.4596989160017388e-06,1.5748162977680455e-06,1.6637677168435991e-06,5.236498479107964e-05,3.14698211564917e-06,0.0293365380000008
5.406230769,1.2010529559576912e-06,2.407062552245133e-06,1.5726408973307793e-06,1.661546017696883e-06,5.237824423768734e-05,3.1526091570391915e-06,0.029855769000000976
5.40675,1.1992129975339617e-06,2.368201678208129e-06,1.5683614706210842e-06,1.6560485508459507e-06,5.2417884101336685e-05,3.156367879339648e-06,0.030375000000000263
5.407269231,1.1947004058221031e-06,2.3437781592370472e-06,1.5618786870892172e-06,1.6471546878202169e-06,5.245986042786754e-05,3.152313943006628e-06,0.03089423100000044
5.407788462,1.1901553481136177e-06,2.3276841866235986e-06,1.5555349112197069e-06,1.6359365681527975e-06,5.240360450210988e-05,3.1436940617318373e-06,0.031413462000000614
5.408307692,1.18317120666497e-06,2.31216172662773e-06,1.5479974326363285e-06,1.6240913746182397e-06,5.21603086963489e-05,3.1398620670004023e-06,0.031932692000000706
5.408826923,1.171897844790693e-06,2.2916956061185918e-06,1.5423665190322078e-06,1.6118724869264352e-06,5.184147727115641e-05,3.140367035053717e-06,0.03245192300000088
5.409346154,1.1621696081072186e-06,2.2717580463953294e-06,1.5413424593436651e-06,1.5990260509628674e-06,5.16915380917768e-05,3.139685233432368e-06,0.03297115400000017
5.409865385,1.1597370166503056e-06,2.269592681802223e-06,1.5420482030296528e-06,1.5907668086491916e-06,5.178457976305469e-05,3.139518036939261e-06,0.033490385000000344
5.410384615,1.1609736122124011e-06,2.279115361713926e-06,1.5448615275935104e-06,1.5908622967785488e-06,5.200673891359973e-05,3.139608250737673e-06,0.03400961500000044
5.410903846,1.161771444613862e-06,2.276921686728983e-06,1.548738100505975e-06,1.5924636637370557e-06,5.2239493829427e-05,3.140048377088119e-06,0.03452884600000061
5.411423077,1.161990791170877e-06,2.271819288912458e-06,1.5486773260044188e-06,1.5925485486360024e-06,5.242040775115282e-05,3.139787299600065e-06,0.03504807700000079
5.411942308,1.161727999870047e-06,2.275620703310292e-06,1.5472660343008843e-06,1.5990720902641731e-06,5.251417786236062e-05,3.1364268277930496e-06,0.03556730800000096
5.412461538,1.1614608889507623e-06,2.2771720328673877e-06,1.5486958438101503e-06,1.6107975453649037e-06,5.252319369745364e-05,3.1400735562246484e-06,0.03608653800000017
5.412980769,1.1607395257663826e-06,2.27713659937488e-06,1.5494223690378548e-06,1.6196696969431594e-06,5.253984159846328e-05,3.1557589852880705e-06,0.03660576900000034
5.4135,1.1587247860937635e-06,2.265520949648601e-06,1.5466300325268003e-06,1.62988448280921e-06,5.25823851129168e-05,3.17254094738315e-06,0.03712500000000052
5.414019231,1.157127605251427e-06,2.211554142556508e-06,1.5454066614417522e-06,1.6495024859427033e-06,5.258404967261216e-05,3.182894937167184e-06,0.037644231000000694
5.414538462,1.1564326348789928e-06,2.1256980774197014e-06,1.5480318072718456e-06,1.6718939633303262e-06,5.263576340910083e-05,3.187490113714845e-06,0.03816346200000087
5.415057692,1.152848650539201e-06,2.054769411530032e-06,1.5457669786502303e-06,1.682894117521863e-06,5.273319362667457e-05,3.186618800402665e-06,0.03868269200000096
5.415576923,1.1466549028031376e-06,2.0141619182538755e-06,1.5371810165544274e-06,1.683151031898103e-06,5.270462886622467e-05,3.1779572311451707e-06,0.03920192300000025
5.416096154,1.1437316706650806e-06,1.98748156330083e-06,1.5298929119375433e-06,1.6829534515033235e-06,5.266564055480796e-05,3.162770003263708e-06,0.039721154000000425
5.416615385,1.143365936156037e-06,1.9648691194635277e-06,1.5264304848648826e-06,1.6833228476996173e-06,5.275644881724663e-05,3.1474519660510058e-06,0.0402403850000006
5.417134615,1.1395007598270895e-06,1.949674243275639e-06,1.525041690096122e-06,1.6821101153147328e-06,5.282580160119233e-05,3.136462901829933e-06,0.04075961500000069
5.417653846,1.1328828998402758e-06,1.9437962741470616e-06,1.5238064386288813e-06,1.6819774383545083e-06,5.281851884397646e-05,3.1302916914175097e-06,0.04127884600000087
5.418173077,1.1277073075887834e-06,1.942370744304342e-06,1.5233167187139465e-06,1.6856385358739683e-06,5.273533072882637e-05,3.128115065961555e-06,0.041798077000000156
5.418692308,1.1252805094265306e-06,1.9425849546347225e-06,1.5240040840990162e-06,1.690196108685415e-06,5.247471373100652e-05,3.1294348665522067e-06,0.04231730800000033
5.419211538,1.1248646420839705e-06,1.9450202215980607e-06,1.5237046240703734e-06,1.6881090232460612e-06,5.213620373780523e-05,3.133377237395372e-06,0.042836538000000424
5.419730769,1.1250134231255262e-06,1.948545008213104e-06,1.5239969696497614e-06,1.6858591860149931e-06,5.194189176287583e-05,3.135988558330311e-06,0.0433557690000006
5.42025,1.1260703522924986e-06,1.950262880337561e-06,1.5275000725895144e-06,1.6984697428195212e-06,5.1901407329827335e-05,3.1335088337677764e-06,0.043875000000000774
5.420769231,1.1277233414248602e-06,1.953292555900821e-06,1.5294635597831205e-06,1.716463527008423e-06,5.1902136284303096e-05,3.1289091473362065e-06,0.04439423100000095
5.421288462,1.1285816067082515e-06,1.9545288069181183e-06,1.525920404056601e-06,1.7239252667190705e-06,5.190026191683009e-05,3.1280246556032456e-06,0.04491346200000024
5.421807692,1.1269331819415796e-06,1.9470912310640527e-06,1.518501390173516e-06,1.7220640893064515e-06,5.190094213223462e-05,3.131130939355029e-06,0.04543269200000033
5.422326923,1.1177609583458408e-06,1.936640858112624e-06,1.5126243736441217e-06,1.7144195534865274e-06,5.185924857193889e-05,3.132312183829489e-06,0.045951923000000505
